# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 2.1
# Generated: 2010-04-13, 01:33:25 GMT
# Checkin: $Revision: 1.29 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Arabic; Latin: [ةۃ]

0629          ; Arab; Latn; L #      (ة)  ARABIC LETTER TEH MARBUTA
0D66          ; Mlym; Latn; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Myanmar: [ംഃ൦]

0D02..0D03    ; Mlym; Mymr; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D66          ; Mlym; Mymr; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Oriya: [ഠ]

0D20          ; Mlym; Orya; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Sinhala: [ംഃന്൦]

0D02..0D03    ; Mlym; Sinh; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D28          ; Mlym; Sinh; A #      (ന)  MALAYALAM LETTER NA
0D4D          ; Mlym; Sinh; A #      (്)  MALAYALAM SIGN VIRAMA
0D66          ; Mlym; Sinh; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 5

# Malayalam; Tamil: [ംഉജണഴശിീ൦]

0D02          ; Mlym; Taml; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D09          ; Mlym; Taml; A #      (ഉ)  MALAYALAM LETTER U
0D1C          ; Mlym; Taml; A #      (ജ)  MALAYALAM LETTER JA
0D23          ; Mlym; Taml; A #      (ണ)  MALAYALAM LETTER NNA
0D34          ; Mlym; Taml; A #      (ഴ)  MALAYALAM LETTER LLLA
0D36          ; Mlym; Taml; A #      (ശ)  MALAYALAM LETTER SHA
0D3F..0D40    ; Mlym; Taml; A #  [2] (ി..ീ)  MALAYALAM VOWEL SIGN I..MALAYALAM VOWEL SIGN II
0D66          ; Mlym; Taml; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 9

# Malayalam; Telugu: [ംഃ൦]

0D02..0D03    ; Mlym; Telu; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D66          ; Mlym; Telu; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Thai: [ം൦]

0D02          ; Mlym; Thai; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Thai; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Tifinagh: [ഠ]

0D20          ; Mlym; Tfng; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Myanmar; Armenian: [ဝ၀]

101D          ; Mymr; Armn; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Armn; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Bengali: [း]

1038          ; Mymr; Beng; A #      (း)  MYANMAR SIGN VISARGA

# Total code points: 1

# Myanmar; Cyrillic: [ဝ၀]

101D          ; Mymr; Cyrl; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Cyrl; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Devanagari: [ဝ၀]

101D          ; Mymr; Deva; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Deva; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Greek: [ဝ၀]

101D          ; Mymr; Grek; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Grek; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Gujarati: [ဝ၀]

101D          ; Mymr; Gujr; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Gujr; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Gurmukhi: [ဝး၀]

101D          ; Mymr; Guru; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Guru; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Guru; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Hebrew: [ဝ၀]

101D          ; Mymr; Hebr; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Hebr; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Kannada: [ဝး၀]

101D          ; Mymr; Knda; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Knda; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Knda; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Khmer: [ံ]

1036          ; Mymr; Khmr; A #      (ံ)  MYANMAR SIGN ANUSVARA

# Total code points: 1

# Myanmar; Lao: [ဝံ၀]

101D          ; Mymr; Laoo; A #      (ဝ)  MYANMAR LETTER WA
1036          ; Mymr; Laoo; A #      (ံ)  MYANMAR SIGN ANUSVARA
1040          ; Mymr; Laoo; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Latin: [ဝ၀]

101D          ; Mymr; Latn; A #      (ဝ)  MYANMAR LETTER WA
1040          ; Mymr; Latn; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 2

# Myanmar; Malayalam: [ဝး၀]

101D          ; Mymr; Mlym; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Mlym; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Mlym; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Sinhala: [ဝး၀]

101D          ; Mymr; Sinh; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Sinh; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Sinh; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Tamil: [ဝံ၀]

101D          ; Mymr; Taml; A #      (ဝ)  MYANMAR LETTER WA
1036          ; Mymr; Taml; A #      (ံ)  MYANMAR SIGN ANUSVARA
1040          ; Mymr; Taml; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Telugu: [ဝး၀]

101D          ; Mymr; Telu; A #      (ဝ)  MYANMAR LETTER WA
1038          ; Mymr; Telu; A #      (း)  MYANMAR SIGN VISARGA
1040          ; Mymr; Telu; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Myanmar; Thai: [ဝံ၀]

101D          ; Mymr; Thai; A #      (ဝ)  MYANMAR LETTER WA
1036          ; Mymr; Thai; A #      (ံ)  MYANMAR SIGN ANUSVARA
1040          ; Mymr; Thai; A #      (၀)  MYANMAR DIGIT ZERO

# Total code points: 3

# Oriya; Armenian: [ଠ୦]

0B20          ; Orya; Armn; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Armn; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Bengali: [ଁଃଠ଼୦୨]

0B01          ; Orya; Beng; A #      (ଁ)  ORIYA SIGN CANDRABINDU
0B03          ; Orya; Beng; A #      (ଃ)  ORIYA SIGN VISARGA
0B20          ; Orya; Beng; A #      (ଠ)  ORIYA LETTER TTHA
0B3C          ; Orya; Beng; A #      (଼)  ORIYA SIGN NUKTA
0B66          ; Orya; Beng; A #      (୦)  ORIYA DIGIT ZERO
0B68          ; Orya; Beng; A #      (୨)  ORIYA DIGIT TWO

# Total code points: 6

# Oriya; Cyrillic: [ଠ୦]

0B20          ; Orya; Cyrl; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Cyrl; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Devanagari: [ଁ଼]

0B01          ; Orya; Deva; A #      (ଁ)  ORIYA SIGN CANDRABINDU
0B3C          ; Orya; Deva; A #      (଼)  ORIYA SIGN NUKTA

# Total code points: 2

# Oriya; Greek: [ଠ୦]

0B20          ; Orya; Grek; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Grek; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Gujarati: [ଁ଼]

0B01          ; Orya; Gujr; A #      (ଁ)  ORIYA SIGN CANDRABINDU
0B3C          ; Orya; Gujr; A #      (଼)  ORIYA SIGN NUKTA

# Total code points: 2

# Oriya; Gurmukhi: [ଃ଼୨]

0B03          ; Orya; Guru; A #      (ଃ)  ORIYA SIGN VISARGA
0B3C          ; Orya; Guru; A #      (଼)  ORIYA SIGN NUKTA
0B68          ; Orya; Guru; A #      (୨)  ORIYA DIGIT TWO

# Total code points: 3

# Oriya; Han: [ଠ୦]

0B20          ; Orya; Hani; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Hani; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Latin: [ଠ୦]

0B20          ; Orya; Latn; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Latn; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Malayalam: [ଠ୦]

0B20          ; Orya; Mlym; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Mlym; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Oriya; Tifinagh: [ଠ୦]

0B20          ; Orya; Tfng; A #      (ଠ)  ORIYA LETTER TTHA
0B66          ; Orya; Tfng; A #      (୦)  ORIYA DIGIT ZERO

# Total code points: 2

# Sinhala; Armenian: [ං]

0D82          ; Sinh; Armn; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Bengali: [ඃ]

0D83          ; Sinh; Beng; A #      (ඃ)  SINHALA SIGN VISARGAYA

# Total code points: 1

# Sinhala; Cyrillic: [ං]

0D82          ; Sinh; Cyrl; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Devanagari: [ං]

0D82          ; Sinh; Deva; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Greek: [ං]

0D82          ; Sinh; Grek; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Gujarati: [ං]

0D82          ; Sinh; Gujr; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Gurmukhi: [ංඃ]

0D82..0D83    ; Sinh; Guru; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA

# Total code points: 2

# Sinhala; Hebrew: [ං]

0D82          ; Sinh; Hebr; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Kannada: [ංඃ]

0D82..0D83    ; Sinh; Knda; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA

# Total code points: 2

# Sinhala; Lao: [ං]

0D82          ; Sinh; Laoo; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Latin: [ං]

0D82          ; Sinh; Latn; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Malayalam: [ංඃඌ]

0D82..0D83    ; Sinh; Mlym; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA
0D8C          ; Sinh; Mlym; A #      (ඌ)  SINHALA LETTER UUYANNA

# Total code points: 3

# Sinhala; Myanmar: [ංඃ]

0D82..0D83    ; Sinh; Mymr; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA

# Total code points: 2

# Sinhala; Tamil: [ං]

0D82          ; Sinh; Taml; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Sinhala; Telugu: [ංඃ]

0D82..0D83    ; Sinh; Telu; A #  [2] (ං..ඃ)  SINHALA SIGN ANUSVARAYA..SINHALA SIGN VISARGAYA

# Total code points: 2

# Sinhala; Thai: [ං]

0D82          ; Sinh; Thai; A #      (ං)  SINHALA SIGN ANUSVARAYA

# Total code points: 1

# Tamil; Armenian: [௦]

0BE6          ; Taml; Armn; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Cyrillic: [ௐ௦]

0BD0          ; Taml; Cyrl; A #      (ௐ)  TAMIL OM
0BE6          ; Taml; Cyrl; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Devanagari: [்௦]

0BCD          ; Taml; Deva; A #      (்)  TAMIL SIGN VIRAMA
0BE6          ; Taml; Deva; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Greek: [௦]

0BE6          ; Taml; Grek; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Gujarati: [்௦]

0BCD          ; Taml; Gujr; A #      (்)  TAMIL SIGN VIRAMA
0BE6          ; Taml; Gujr; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Gurmukhi: [்௦]

0BCD          ; Taml; Guru; A #      (்)  TAMIL SIGN VIRAMA
0BE6          ; Taml; Guru; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Hebrew: [௦]

0BE6          ; Taml; Hebr; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Kannada: [௦]

0BE6          ; Taml; Knda; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Khmer: [ஂ]

0B82          ; Taml; Khmr; A #      (ஂ)  TAMIL SIGN ANUSVARA

# Total code points: 1

# Tamil; Lao: [ஂ௦]

0B82          ; Taml; Laoo; A #      (ஂ)  TAMIL SIGN ANUSVARA
0BE6          ; Taml; Laoo; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Latin: [ௐ௦]

0BD0          ; Taml; Latn; A #      (ௐ)  TAMIL OM
0BE6          ; Taml; Latn; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Malayalam: [உஐஜணழஶி௦௨]

0B89          ; Taml; Mlym; A #      (உ)  TAMIL LETTER U
0B90          ; Taml; Mlym; A #      (ஐ)  TAMIL LETTER AI
0B9C          ; Taml; Mlym; A #      (ஜ)  TAMIL LETTER JA
0BA3          ; Taml; Mlym; A #      (ண)  TAMIL LETTER NNA
0BB4          ; Taml; Mlym; A #      (ழ)  TAMIL LETTER LLLA
0BB6          ; Taml; Mlym; A #      (ஶ)  TAMIL LETTER SHA
0BBF          ; Taml; Mlym; A #      (ி)  TAMIL VOWEL SIGN I
0BE6          ; Taml; Mlym; A #      (௦)  TAMIL DIGIT ZERO
0BE8          ; Taml; Mlym; A #      (௨)  TAMIL DIGIT TWO

# Total code points: 9

# Tamil; Myanmar: [ஂ௦]

0B82          ; Taml; Mymr; A #      (ஂ)  TAMIL SIGN ANUSVARA
0BE6          ; Taml; Mymr; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Tamil; Sinhala: [௦]

0BE6          ; Taml; Sinh; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Telugu: [௦]

0BE6          ; Taml; Telu; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 1

# Tamil; Thai: [ஂ௦]

0B82          ; Taml; Thai; A #      (ஂ)  TAMIL SIGN ANUSVARA
0BE6          ; Taml; Thai; A #      (௦)  TAMIL DIGIT ZERO

# Total code points: 2

# Telugu; Armenian: [ం౦]

0C02          ; Telu; Armn; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Armn; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Bengali: [ః]

0C03          ; Telu; Beng; A #      (ః)  TELUGU SIGN VISARGA

# Total code points: 1

# Telugu; Cyrillic: [ం౦]

0C02          ; Telu; Cyrl; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Cyrl; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Devanagari: [ం౦]

0C02          ; Telu; Deva; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Deva; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Greek: [ం౦]

0C02          ; Telu; Grek; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Grek; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Gujarati: [ం౦]

0C02          ; Telu; Gujr; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Gujr; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Gurmukhi: [ంః౦]

0C02..0C03    ; Telu; Guru; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C66          ; Telu; Guru; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 3

# Telugu; Hebrew: [ం౦]

0C02          ; Telu; Hebr; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Hebr; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Kannada: [ంఃఅ-ఇఒ-ఔజఞణయఱలౌౕ౦-౨౯]

0C02..0C03    ; Telu; Knda; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C05..0C07    ; Telu; Knda; A #  [3] (అ..ఇ)  TELUGU LETTER A..TELUGU LETTER I
0C12..0C14    ; Telu; Knda; A #  [3] (ఒ..ఔ)  TELUGU LETTER O..TELUGU LETTER AU
0C1C          ; Telu; Knda; A #      (జ)  TELUGU LETTER JA
0C1E          ; Telu; Knda; A #      (ఞ)  TELUGU LETTER NYA
0C23          ; Telu; Knda; A #      (ణ)  TELUGU LETTER NNA
0C2F          ; Telu; Knda; A #      (య)  TELUGU LETTER YA
0C31..0C32    ; Telu; Knda; A #  [2] (ఱ..ల)  TELUGU LETTER RRA..TELUGU LETTER LA
0C4C          ; Telu; Knda; A #      (ౌ)  TELUGU VOWEL SIGN AU
0C55          ; Telu; Knda; A #      (ౕ)  TELUGU LENGTH MARK
0C66..0C68    ; Telu; Knda; A #  [3] (౦..౨)  TELUGU DIGIT ZERO..TELUGU DIGIT TWO
0C6F          ; Telu; Knda; A #      (౯)  TELUGU DIGIT NINE

# Total code points: 20

# Telugu; Lao: [ం౦]

0C02          ; Telu; Laoo; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Laoo; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Latin: [ం౦]

0C02          ; Telu; Latn; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Latn; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Malayalam: [ంః౦]

0C02..0C03    ; Telu; Mlym; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C66          ; Telu; Mlym; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 3

# Telugu; Myanmar: [ంః౦]

0C02..0C03    ; Telu; Mymr; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C66          ; Telu; Mymr; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 3

# Telugu; Sinhala: [ంః౦]

0C02..0C03    ; Telu; Sinh; A #  [2] (ం..ః)  TELUGU SIGN ANUSVARA..TELUGU SIGN VISARGA
0C66          ; Telu; Sinh; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 3

# Telugu; Tamil: [ం౦]

0C02          ; Telu; Taml; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Taml; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Telugu; Thai: [ం౦]

0C02          ; Telu; Thai; A #      (ం)  TELUGU SIGN ANUSVARA
0C66          ; Telu; Thai; A #      (౦)  TELUGU DIGIT ZERO

# Total code points: 2

# Thai; Armenian: [๐]

0E50          ; Thai; Armn; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Cyrillic: [๐]

0E50          ; Thai; Cyrl; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Devanagari: [๐]

0E50          ; Thai; Deva; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Greek: [๐]

0E50          ; Thai; Grek; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Gujarati: [๐]

0E50          ; Thai; Gujr; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Gurmukhi: [๐]

0E50          ; Thai; Guru; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Hebrew: [๐]

0E50          ; Thai; Hebr; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Kannada: [๐]

0E50          ; Thai; Knda; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Khmer: [ิ-ืํ]

0E34..0E37    ; Thai; Khmr; A #  [4] (ิ..ื)  THAI CHARACTER SARA I..THAI CHARACTER SARA UEE
0E4D          ; Thai; Khmr; A #      (ํ)  THAI CHARACTER NIKHAHIT

# Total code points: 5

# Thai; Lao: [จบปฝ-ฟยุู่-๋ํ๐]

0E08          ; Thai; Laoo; A #      (จ)  THAI CHARACTER CHO CHAN
0E1A..0E1B    ; Thai; Laoo; A #  [2] (บ..ป)  THAI CHARACTER BO BAIMAI..THAI CHARACTER PO PLA
0E1D..0E1F    ; Thai; Laoo; A #  [3] (ฝ..ฟ)  THAI CHARACTER FO FA..THAI CHARACTER FO FAN
0E22          ; Thai; Laoo; A #      (ย)  THAI CHARACTER YO YAK
0E38..0E39    ; Thai; Laoo; A #  [2] (ุ..ู)  THAI CHARACTER SARA U..THAI CHARACTER SARA UU
0E48..0E4B    ; Thai; Laoo; A #  [4] (่..๋)  THAI CHARACTER MAI EK..THAI CHARACTER MAI CHATTAWA
0E4D          ; Thai; Laoo; A #      (ํ)  THAI CHARACTER NIKHAHIT
0E50          ; Thai; Laoo; A #      (๐)  THAI DIGIT ZERO

# Total code points: 15

# Thai; Latin: [๐]

0E50          ; Thai; Latn; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Malayalam: [๐]

0E50          ; Thai; Mlym; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Myanmar: [ํ๐]

0E4D          ; Thai; Mymr; A #      (ํ)  THAI CHARACTER NIKHAHIT
0E50          ; Thai; Mymr; A #      (๐)  THAI DIGIT ZERO

# Total code points: 2

# Thai; Sinhala: [๐]

0E50          ; Thai; Sinh; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Thai; Tamil: [ํ๐]

0E4D          ; Thai; Taml; A #      (ํ)  THAI CHARACTER NIKHAHIT
0E50          ; Thai; Taml; A #      (๐)  THAI DIGIT ZERO

# Total code points: 2

# Thai; Telugu: [๐]

0E50          ; Thai; Telu; A #      (๐)  THAI DIGIT ZERO

# Total code points: 1

# Canadian_Aboriginal; Armenian: [ᐧᑌᑎᑗ-ᑚᕷ]

1427          ; Cans; Armn; A #      (ᐧ)  CANADIAN SYLLABICS FINAL MIDDLE DOT
144C          ; Cans; Armn; A #      (ᑌ)  CANADIAN SYLLABICS TE
144E          ; Cans; Armn; A #      (ᑎ)  CANADIAN SYLLABICS TI
1457..145A    ; Cans; Armn; A #  [4] (ᑗ..ᑚ)  CANADIAN SYLLABICS TWE..CANADIAN SYLLABICS WEST-CREE TWI
1577          ; Cans; Armn; A #      (ᕷ)  CANADIAN SYLLABICS NUNAVIK HO

# Total code points: 8

# Canadian_Aboriginal; Cyrillic: [ᐧᐱᑊᑭᑯᑶᑷᑺᑻᒍᒘᒙᒥᒪᒮᒯᒶᒷᔯᔰᕁᕼᕽᖯᗅᗰᗷ]

1427          ; Cans; Cyrl; A #      (ᐧ)  CANADIAN SYLLABICS FINAL MIDDLE DOT
1431          ; Cans; Cyrl; A #      (ᐱ)  CANADIAN SYLLABICS PI
144A          ; Cans; Cyrl; A #      (ᑊ)  CANADIAN SYLLABICS WEST-CREE P
146D          ; Cans; Cyrl; A #      (ᑭ)  CANADIAN SYLLABICS KI
146F          ; Cans; Cyrl; A #      (ᑯ)  CANADIAN SYLLABICS KO
1476..1477    ; Cans; Cyrl; A #  [2] (ᑶ..ᑷ)  CANADIAN SYLLABICS KWI..CANADIAN SYLLABICS WEST-CREE KWI
147A..147B    ; Cans; Cyrl; A #  [2] (ᑺ..ᑻ)  CANADIAN SYLLABICS KWO..CANADIAN SYLLABICS WEST-CREE KWO
148D          ; Cans; Cyrl; A #      (ᒍ)  CANADIAN SYLLABICS CO
1498..1499    ; Cans; Cyrl; A #  [2] (ᒘ..ᒙ)  CANADIAN SYLLABICS CWO..CANADIAN SYLLABICS WEST-CREE CWO
14A5          ; Cans; Cyrl; A #      (ᒥ)  CANADIAN SYLLABICS MI
14AA          ; Cans; Cyrl; A #      (ᒪ)  CANADIAN SYLLABICS MA
14AE..14AF    ; Cans; Cyrl; A #  [2] (ᒮ..ᒯ)  CANADIAN SYLLABICS MWI..CANADIAN SYLLABICS WEST-CREE MWI
14B6..14B7    ; Cans; Cyrl; A #  [2] (ᒶ..ᒷ)  CANADIAN SYLLABICS MWA..CANADIAN SYLLABICS WEST-CREE MWA
152F..1530    ; Cans; Cyrl; A #  [2] (ᔯ..ᔰ)  CANADIAN SYLLABICS YWE..CANADIAN SYLLABICS WEST-CREE YWE
1541          ; Cans; Cyrl; A #      (ᕁ)  CANADIAN SYLLABICS SAYISI YI
157C..157D    ; Cans; Cyrl; A #  [2] (ᕼ..ᕽ)  CANADIAN SYLLABICS NUNAVUT H..CANADIAN SYLLABICS HK
15AF          ; Cans; Cyrl; A #      (ᖯ)  CANADIAN SYLLABICS AIVILIK B
15C5          ; Cans; Cyrl; A #      (ᗅ)  CANADIAN SYLLABICS CARRIER GHO
15F0          ; Cans; Cyrl; A #      (ᗰ)  CANADIAN SYLLABICS CARRIER GO
15F7          ; Cans; Cyrl; A #      (ᗷ)  CANADIAN SYLLABICS CARRIER KHE

# Total code points: 27

# Canadian_Aboriginal; Greek: [ᐃᐎᐏᐧᐱᑊᑭᑶᑷᒥᒪᒮᒯᒶᒷᔯᔰᕷᕼᗅᗰᗷᘯᘵ]

1403          ; Cans; Grek; A #      (ᐃ)  CANADIAN SYLLABICS I
140E..140F    ; Cans; Grek; A #  [2] (ᐎ..ᐏ)  CANADIAN SYLLABICS WI..CANADIAN SYLLABICS WEST-CREE WI
1427          ; Cans; Grek; A #      (ᐧ)  CANADIAN SYLLABICS FINAL MIDDLE DOT
1431          ; Cans; Grek; A #      (ᐱ)  CANADIAN SYLLABICS PI
144A          ; Cans; Grek; A #      (ᑊ)  CANADIAN SYLLABICS WEST-CREE P
146D          ; Cans; Grek; A #      (ᑭ)  CANADIAN SYLLABICS KI
1476..1477    ; Cans; Grek; A #  [2] (ᑶ..ᑷ)  CANADIAN SYLLABICS KWI..CANADIAN SYLLABICS WEST-CREE KWI
